node	Degree Centrality	Betweenness centrality	Eigenvector centrality
666	1	0.0	1.1084343710061381e-05
667	4	0.002500506975641109	8.352386371689909e-05
668	1	0.0	6.517507438154122e-97
669	1	0.0	6.517507438154122e-97
670	2	0.0022114173603507642	0.00019094264866703566
671	4	0.002374402334588989	4.195589527418603e-05
672	5	0.008140728326521846	0.001397523214593455
673	1	0.0	6.517507438154122e-97
674	1	0.0	6.517507438154122e-97
675	2	0.0008340751790454651	2.192524726066274e-05
676	3	0.001977109221855576	0.00016232942269149626
677	1	0.0	2.9093096612977863e-06
678	2	0.0002389639600493886	0.0004019481793385065
679	1	0.0	0.00014006656603391543
680	7	0.01624385968973518	0.006257107837902001
681	2	0.00032348774390704026	0.00024262160113549866
682	1	0.0	7.786238248202773e-05
683	8	0.004839470069175103	0.004079969300524077
684	5	0.006836497309585364	0.001560210453213228
685	6	0.024444651346110857	0.012512330662899892
686	2	0.0006446970436695097	0.0005568103994154786
687	1	0.0	7.786238248202773e-05
688	2	0.002681544590552435	0.002011016637718105
689	7	0.017670067938123292	0.009912295402725424
690	1	0.0	0.0006188211174248074
691	1	0.0	7.337997305949599e-74
692	3	2.864269158809976e-06	1.3558851041179593e-73
693	2	0.0008340751790454651	0.00012416549747337768
694	5	0.004660374956926526	0.0009193122385597105
695	1	0.0	1.647543399328721e-05
696	4	2.8642691588099763e-07	3.213031959999315e-05
697	2	0.0004167511626068516	0.0001050089346752407
698	2	0.0004167511626068516	0.0001050089346752407
699	1	0.0	1.4630354526748945e-76
700	3	1.7185614952859858e-06	2.5340517373074493e-76
701	1	0.0	6.517507438154122e-97
702	1	0.0	6.517507438154122e-97
703	1	0.0	6.517507438154122e-97
704	1	0.0	6.517507438154122e-97
705	1	0.0	0.00019919946531774278
706	2	0.0008078534183655152	0.00012849763415616265
707	4	0.004015951095571515	0.000543520271554639
708	4	0.002793070238737931	0.0004250154461877231
709	1	0.0	1.269622788342115e-05
710	3	0.0015946571024605168	9.567203151204523e-05
711	1	0.0	1.2271887578061623e-84
712	2	5.728538317619953e-07	1.735506984881266e-84
713	1	0.0	6.517507438154122e-97
714	1	0.0	6.517507438154122e-97
715	1	0.0	0.0002792516497569968
716	2	5.728538317619953e-07	1.735506984881266e-84
717	1	0.0	1.2271887578061623e-84
718	1	0.0	1.2271887578061623e-84
719	1	0.0	0.0007314220631363257
720	4	0.0008340751790454651	0.0035981833722520933
721	2	0.002003178961168929	0.0034336285996914946
722	6	0.0034970642821551615	0.01306902530852567
723	6	0.024786270804894896	0.014808229319202249
724	11	0.0197857446994234	0.010506474963398146
725	1	0.0	6.517507438154122e-97
726	1	0.0	6.517507438154122e-97
727	2	0.0018658107391137518	9.489571353365036e-06
728	4	0.005489964617234611	8.530195531598789e-06
729	1	0.0	1.4630354526748945e-76
730	3	1.7185614952859858e-06	2.5340517373074493e-76
731	1	0.0	8.19208861431142e-05
732	6	0.00395998460047022	0.0006177541560819591
733	1	0.0	1.1731859668805242e-07
734	1	0.0	6.517507438154122e-97
735	1	0.0	6.517507438154122e-97
736	1	0.0	0.0013704712447165609
737	1	0.0	6.517507438154122e-97
738	1	0.0	6.517507438154122e-97
739	10	0.012670659044588488	0.001488434125125223
740	2	0.0008340751790454651	2.254262789391549e-06
741	1	0.0	2.991344277692171e-07
742	3	0.0016670046504274063	1.6689411683895686e-05
743	1	0.0	1.8344729384041853e-06
744	1	0.0	1.2271887578061623e-84
745	1	0.0	1.2271887578061623e-84
746	1	0.0	0.0025731006172107673
747	1	0.0	0.0005595181477546212
748	3	0.0013551110337704179	0.002278717854029761
749	4	0.0038691081113281186	0.015349685344930695
750	1	0.0	0.00030228930483007787
751	4	0.003332290739359526	2.0319582868779514e-05
752	2	0.0	0.000769812963599976
753	6	0.003067232304668821	0.005032460507391633
754	2	0.0	0.0007698129635999759
755	1	0.0	0.005571327878803216
756	11	0.007625059040255535	0.04199007257290577
757	1	0.0	1.1084343710061381e-05
758	1	0.0	1.1084343710061381e-05
759	2	0.0008340751790454651	0.001697941077504733
760	3	0.0024999341218093474	0.012579948365825643
761	1	0.0	0.00022514467146790017
762	1	0.0	1.1731859668805242e-07
763	3	0.001972749844228531	0.0035101232708147573
764	3	0.001334284678540695	0.0005009028690755002
765	3	0.004858801738870703	0.0035519069115982245
766	1	0.0	6.517507438154122e-97
767	1	0.0	6.517507438154122e-97
768	4	0.003975717415495174	0.004656875167220495
769	5	0.006846967732245339	0.0016420971764545128
770	1	0.0	2.5537887450155747e-61
771	6	8.592807476429928e-06	6.255479336150774e-61
772	2	0.0015953338237481966	0.0031566687418434314
773	6	0.006388600652463637	0.0213996695274626
774	12	0.016851907893984875	0.0024032712008301795
775	1	0.0	3.826171446070106e-05
776	5	0.0033328635931912883	0.0002883757190157905
777	1	0.0	7.337997305949599e-74
778	2	0.0	0.003763601415173319
779	2	0.0027080633567152365	0.0004213415608189162
780	4	0.0029318364460557424	0.0033212807862673705
781	1	0.0	0.0004406353098859771
782	3	0.0	0.0005080387777936178
783	1	0.0	0.0002940065014710347
784	6	0.0033328635931912883	0.00015285146459764485
785	4	2.864269158809976e-06	0.00018172397042031708
786	6	0.007472878235335228	0.0008895918634354477
787	1	0.0	2.0273868276199807e-05
788	1	0.0	2.0273868276199807e-05
789	1	0.0	2.0273868276199807e-05
790	1	0.0	2.0273868276199807e-05
791	1	0.0	6.517507438154122e-97
792	1	0.0	6.517507438154122e-97
793	5	0.004005883822094558	0.0015817729554956801
794	1	0.0	0.0004376483687047474
795	4	0.002425707125040237	0.0017390188174665503
796	1	0.0	0.00023073486566673623
797	1	0.0	0.00023073486566673623
798	2	0.0016670046504274063	5.230887570849322e-05
799	1	0.0	8.624478856098683e-06
800	3	0.0024999341218093474	6.502491460795752e-05
801	3	0.0	0.00011746672170016625
802	1	0.0	0.0145023372497625
803	1	0.0	6.517507438154122e-97
804	1	0.0	6.517507438154122e-97
805	2	0.0027841339742311877	0.0011500036203079
806	1	0.0	0.00010740014540206782
807	1	0.0	0.00010740014540206782
808	1	0.0	0.00037615013129561024
809	4	0.007124837182309627	0.007858444030938256
810	1	0.0	0.0010426034749058321
811	2	0.0008340751790454651	0.0005183507038481154
812	8	0.005595708219285678	0.0016844815068174795
813	1	0.0	0.0005092250387993336
814	5	0.0011882859591313569	0.0023153979373960443
815	4	0.004954502231863945	0.002039682413558198
816	6	0.00020814277403182675	0.0016781502159665836
817	2	0.0	0.0007798490974659557
818	1	0.0	0.0005092250387993336
819	2	0.0	0.0007318836372050982
820	1	0.0	5.56643896475711e-06
821	6	0.0035998944820664672	2.4060235569476953e-05
822	1	0.0	0.0007309904150070357
823	3	0.00179392449068497	0.0011365484726847616
824	6	0.0029486265956980627	0.0009071526015480008
825	2	0.002307898943037013	0.007508467171415904
826	1	0.0	0.00015079522943883247
827	3	0.0024990748410617042	0.0007592889273137245
828	2	0.0012537670352400394	0.00022530346728131184
829	5	0.008044366704295463	0.0009255989893643023
830	3	0.0013488812523230114	0.00027832140778884283
831	2	0.0004137543424743763	4.7517295894152705e-05
832	4	0.003238718073222191	0.0006163442093333574
833	2	0.0008340751790454651	0.00018869648330747526
834	3	0.0028496873356832755	0.003710422060553932
835	2	0.0008340751790454651	0.00018869648330747526
836	3	0.0008067518661652052	0.0011286757476697401
837	9	0.016550651696104438	0.006115877916450659
838	4	0.001884155278740696	0.0004582360971725442
839	4	0.005842707548071544	0.0034319068580426835
840	2	0.0008340751790454651	0.00046329131986838607
841	5	0.005739012836766258	0.0026445146061606496
842	2	0.0008340751790454651	0.00022657272763614488
843	1	0.0	3.0064504322714112e-05
844	3	0.0026868638277191786	0.001677487768113389
845	1	0.0	0.0008113918532599572
846	2	5.728538317619953e-07	1.735506984881266e-84
847	1	0.0	1.2271887578061623e-84
848	1	0.0	1.2271887578061623e-84
849	1	0.0	6.484508824503275e-05
850	4	0.008885018785061764	0.0004886783873197245
851	5	0.0008340751790454651	0.010875897717130522
852	1	0.0	0.0014431050018067235
853	5	0.0014065146822039296	0.0235487449330548
854	2	0.008289194945596072	8.558331238987e-06
855	8	0.007472018954587585	1.5108450181410494e-06
856	8	0.0016695824926703353	3.614480047572412e-07
857	1	0.0	4.796164610447381e-08
858	2	0.0	2.4843024026449936e-07
859	2	0.0	2.4843024026449936e-07
860	1	0.0	4.796164610447381e-08
861	8	0.02353517007430302	0.019826142002779757
862	4	0.0019398684625369514	0.004632972366545952
863	3	0.00020152129042915764	0.004399613947375945
864	1	0.0	0.002630151482420879
865	1	0.0	0.002630151482420879
866	2	0.0008340751790454651	0.012346598029187287
867	1	0.0	6.517507438154122e-97
868	1	0.0	6.517507438154122e-97
869	3	0.0	0.00016382429839361038
870	3	0.0	0.00016382429839361038
871	3	2.8642691588099763e-07	9.489183939990489e-52
872	3	5.728538317619953e-07	9.737075471178762e-52
873	4	2.0049884111669835e-06	1.1506321977275455e-51
874	2	0.0	7.043258149491634e-52
875	1	0.0	1.4705606907595324e-06
876	2	0.0008340751790454651	1.1080713629041005e-05
877	1	0.0	0.0145023372497625
878	3	0.0008340751790454651	0.0005685162493703789
879	1	0.0	0.0002792516497569968
880	1	0.0	6.517507438154122e-97
881	1	0.0	6.517507438154122e-97
882	1	0.0	6.517507438154122e-97
883	1	0.0	6.517507438154122e-97
884	1	0.0	1.3347032323322673e-05
885	2	0.0008340751790454651	0.00010058984718390472
886	1	0.0	0.0020098830095805495
887	1	0.0	6.517507438154122e-97
888	1	0.0	6.517507438154122e-97
889	1	0.0	6.517507438154122e-97
890	1	0.0	6.517507438154122e-97
891	1	0.0	6.877619179965584e-05
892	4	0.0033311450316960024	0.0014109098396328332
893	3	0.0008028723188799798	0.009323998723510576
894	5	0.002500506975641109	0.01742262350217643
895	5	0.0028761874393800715	0.018173788448106236
896	4	0.002498788414145823	0.026252438229984833
897	2	0.0	0.016502406793866567
898	2	0.0008340751790454651	0.016298540682121002
899	8	0.010795740604215166	0.024165687134751847
900	1	0.0	0.00018825689158239622
901	2	0.0008340751790454651	0.001418910762089214
902	4	0.004992421143805789	0.0006676374710270724
903	1	0.0	8.860352284252647e-05
904	1	0.0	8.860352284252647e-05
905	2	0.0008340751790454651	0.0006781849884991823
906	1	0.0	8.997722681317415e-05
907	1	0.0	0.0002940065014710347
908	1	0.0	0.0002940065014710347
909	1	0.0	0.0002940065014710347
910	1	0.0	0.0002940065014710347
911	5	0.004524471296111922	0.0006353809190839595
912	3	0.00703492090250506	0.0010724607986559618
913	1	0.0	0.0002940065014710347
914	3	0.0014101003258941121	0.0003335981406393509
915	1	0.0	0.0002940065014710347
916	2	0.00048263155559855243	0.000254130031103883
917	1	0.0	0.00020986766870817225
918	1	0.0	6.517507438154122e-97
919	1	0.0	6.517507438154122e-97
920	3	0.0004167511626068516	9.559699538903567e-06
921	3	0.0004167511626068516	9.559699538903567e-06
922	2	0.0003202295616729564	0.01687247914329595
923	1	0.0	9.178095107313101e-51
924	9	0.004377178559006501	0.006489111769454928
925	1	0.0	0.0003483173421944186
926	1	0.0	0.00010613240085557834
927	2	0.0008340751790454651	0.0008001829520684157
928	5	0.0016973500809626685	0.0026141524213473895
929	2	0.0018377521143473838	0.0020169241580688165
930	1	0.0	0.0018177246927510737
931	1	0.0	0.0018177246927510737
932	2	0.004283712428319067	0.001761839408588387
933	2	0.0	1.9699361668359953e-05
934	3	0.0033294264702007164	0.000128127336968359
935	1	0.0	5.003674912177632e-07
936	1	0.0	5.003674912177632e-07
937	4	0.004468266492826456	2.3147165537092653e-05
938	1	0.0	0.00022296737077523283
939	1	0.0	0.00022296737077523283
940	1	0.0	0.00022296737077523283
941	1	0.0	0.00022296737077523283
942	3	0.004525150223778073	0.003577703232692205
943	1	0.0	0.00022296737077523283
944	3	0.013908347904290123	0.0032537983047396073
945	1	0.0	0.00022296737077523283
946	2	0.001476988767928286	0.0009543894339115585
947	1	0.0	0.0016371453895196392
948	1	0.0	2.575252160327222e-05
949	2	0.0021140827944623364	0.00030379357676756015
950	1	0.0	0.001030737378168665
951	1	0.0	0.001030737378168665
952	2	0.002265032843197033	0.0010757483988264737
953	3	0.0011101249657804063	0.0011077264241690133
954	7	0.005585518878887525	0.005180087582721397
955	5	0.003802492312506914	0.0016677369169552179
956	3	0.002498788414145823	1.9129756491671537e-06
957	2	0.0	2.934332845589133e-07
958	3	0.0008340751790454651	2.980684517538423e-07
959	3	0.0008542556388282735	0.0011543533937006178
960	3	0.003985942831144323	0.0009389827256287256
961	1	0.0	2.8204716073384277e-05
962	4	0.002500506975641109	0.00021253472274466791
963	3	0.0017812271580217682	0.00019129001834438143
964	6	0.006560764391015805	0.0008732133661330677
965	1	0.0	2.537425475480491e-05
966	2	0.0	0.0008864240237929332
967	2	0.0010082883909875114	0.009958245624760203
968	5	0.012297705541299518	0.023777080169077786
969	1	0.0	0.0006872245584751904
970	1	0.0	0.00033938002027095117
971	4	0.0010424334265549476	0.0021178929610852584
972	2	0.0008340751790454651	1.6371090087238297e-05
973	1	0.0	2.1727404218532505e-06
974	3	0.0016670046504274063	0.0001211842641028941
975	1	0.0	1.4630354526748945e-76
976	1	0.0	1.4630354526748945e-76
977	3	5.155684485857957e-06	3.167901473371761e-70
978	2	5.155684485857957e-06	3.167901473371761e-70
979	1	0.0	1.5839507366858805e-70
980	1	0.0	1.5839507366858805e-70
981	1	0.0	0.0002593320602379899
982	9	0.015409553096825105	0.0019545361278853076
983	1	0.0	8.357862644826975e-06
984	1	0.0	1.7509280690847286e-05
985	3	0.0010691741630828222	0.00013196125469928412
986	1	0.0	0.0002357003567962243
987	3	0.0018407195648244069	0.0017762136666609714
988	1	0.0	0.000566381584691513
989	1	0.0	0.000566381584691513
990	1	0.0	0.000566381584691513
991	6	0.020924353042132603	0.005107084080128369
992	3	8.801774319118301e-05	0.004440461532032002
993	2	0.0	6.517507438154122e-97
994	3	2.291415327047981e-06	8.030098615879615e-52
995	6	0.0043901560008614325	0.00014509108087507017
996	4	0.004448525629504258	0.0007376381150895097
997	3	0.001252197880039591	5.1342950393416036e-05
998	3	0.004870526486117848	0.00014690472156322717
999	2	0.0007666766188109964	9.27247829269388e-05
1000	2	0.00025351813240079247	4.570344091022366e-05
1001	1	0.0	1.9250766846713693e-05
1002	2	0.0008340751790454651	6.88667742081401e-08
1003	3	0.0024999341218093474	5.098969004846887e-07
1004	1	0.0	9.137662188377921e-09
1005	1	0.0	0.00013137237000665353
1006	1	0.0	6.517507438154122e-97
1007	1	0.0	6.517507438154122e-97
1008	1	0.0	4.686326562814766e-05
1009	2	0.0008340751790454651	0.0003531282332410615
1010	2	0.0	6.517507438154122e-97
1011	1	0.0	9.78640895260293e-05
1012	8	0.018191316503068544	0.0014297430819862054
1013	1	0.0	7.786238248202773e-05
1014	4	0.008223917159830394	0.0006203041599206394
1015	1	0.0	8.229193817102364e-05
1016	2	0.0016670046504274063	6.869164735247438e-05
1017	2	0.0008340751790454651	9.280112793903174e-06
1018	2	0.0	6.517507438154122e-97
1019	1	0.0	0.00022130240037607988
1020	1	0.0	0.00022130240037607988
1021	9	0.00849017080270272	0.0037710104905873225
1022	2	0.0006903427009055566	0.0012566219891198389
1023	2	0.0027461514806679387	0.0005656878659458549
1024	3	0.0036904400423289924	0.004642576127207839
1025	3	0.0017665236351276797	0.0007865474153516333
1026	1	0.0	0.0005003595342051618
1027	1	0.0	0.0005003595342051618
1028	1	0.0	0.0005003595342051618
1029	6	0.004211473699145592	0.001992007398961115
1030	5	0.011490737309530048	0.0022272684704921636
1031	3	0.012239168467571636	0.003482254572489968
1032	1	0.0	1.8344729384041853e-06
1033	1	0.0	2.8204716073384277e-05
1034	3	0.005455993404391598	0.003433508736983495
1035	1	0.0	0.00016480960483512217
1036	1	0.0	6.517507438154122e-97
1037	1	0.0	6.517507438154122e-97
1038	1	0.0	0.0007314220631363257
1039	2	0.000475034059549477	4.647290128054111e-05
1040	1	0.0	2.1494244453876514e-79
1041	2	1.1457076635239905e-06	3.477841808887112e-79
1042	1	0.0	2.5537887450155747e-61
1043	1	0.0	0.0005595181477546212
1044	1	0.0	0.0005595181477546212
1045	3	0.0019617266456598455	0.0006346985950953232
1046	1	0.0	0.0005595181477546212
1047	1	0.0	0.0005595181477546212
1048	2	0.0008340751790454651	0.0019939509062822302
1049	1	0.0	0.0002645076905157384
1050	2	0.0016670046504274063	0.014766844940278238
1051	1	0.0	6.645653450948492e-05
1052	2	0.0007663275769686039	0.0001989632452402176
1053	4	0.004222604860594288	0.0015769450568495413
1054	2	0.006640521617785049	0.00020498147443365403
1055	2	0.005814466392384252	2.769922315964852e-05
1056	2	0.0	0.0028710161580667113
1057	11	0.013125723723440666	0.0065411931050547
1058	5	0.004044495953190029	0.0009409385958076659
1059	1	0.0	6.517507438154122e-97
1060	1	0.0	6.517507438154122e-97
1061	1	0.0	1.2271887578061623e-84
1062	2	5.728538317619953e-07	1.735506984881266e-84
1063	2	5.728538317619953e-07	2.0555366519676e-67
1064	2	2.8642691588099763e-07	1.9248587560813597e-67
1065	3	2.0049884111669835e-06	2.4653136804499566e-67
1066	1	0.0	0.0001024880918972739
1067	3	0.0077774988005220105	0.0021640735880775652
1068	1	0.0	0.0001024880918972739
1069	1	0.0	0.0023117193161857146
1070	1	0.0	1.2271887578061623e-84
1071	3	0.0006525607554037716	0.0002796128776404331
1072	3	0.0016675775042591682	0.0002316533484545811
1073	1	0.0	0.00022349663836317908
1074	2	0.0	0.00026059694004106814
1075	1	0.0	0.005142197407445861
1076	1	0.0	6.8127251283742155e-06
1077	1	0.0	0.00026432413106165423
1078	2	0.0006056055951224147	0.0017530583197848469
1079	1	0.0	0.0016680872600482433
1080	1	0.0	0.0018561872976503005
1081	3	0.005422524291258725	0.002963327843952947
1082	1	0.0	0.0018561872976503005
1083	2	0.001039967248473838	0.0034479594442891263
1084	1	0.0	0.0018561872976503005
1085	1	0.0	0.0018561872976503005
1086	1	0.0	6.517507438154122e-97
1087	1	0.0	6.517507438154122e-97
1088	1	0.0	0.00039369741846791384
1089	1	0.0	6.517507438154122e-97
1090	1	0.0	6.517507438154122e-97
1091	2	0.0004577547425200791	0.00013948859939580505
1092	3	0.0023499343305944547	0.0008375743004602925
1093	3	0.002498788414145823	0.0016621263538301083
1094	3	0.0004167511626068516	0.0002650772177360153
1095	3	0.0004167511626068516	0.0002650772177360153
1096	1	0.0	1.8344729384041853e-06
1097	3	0.005693757947737278	3.7567069199974196e-05
1098	3	0.0011114917468568214	0.0018502518597080966
1099	1	0.0	1.9754928537487e-05
1100	2	0.0	6.517507438154122e-97
1101	1	0.0	0.00010159869057235867
1102	1	0.0	1.1744273179305452e-05
1103	1	0.0	0.00034452348473854516
1104	4	0.0025517862914207243	0.004875090007865108
1105	2	0.005731439310811033	0.004123233119120961
1106	1	0.0	0.002531460972482136
1107	3	6.40858280278604e-05	0.004309231155911674
1108	3	0.0008340751790454651	0.005401652459227436
1109	4	0.0008346480328772271	0.004111601922429252
1110	8	0.007350937856949348	0.020915276764515447
1111	6	0.002485955503599427	0.008155171454337203
1112	1	0.0	0.002531460972482136
1113	1	0.0	6.517507438154122e-97
1114	1	0.0	6.517507438154122e-97
1115	1	0.0	0.00014842510713712097
1116	6	0.008048534307515709	0.0011186647847634067
1117	5	8.063897480429674e-06	0.002079877819571921
1118	3	0.00014458204621536016	0.0020866611828449567
1119	8	0.0036015376913389467	0.009918027190859182
1120	2	0.0	0.0015918237658601932
1121	2	6.150100430623195e-05	0.0018107047551829873
1122	4	0.0007427434209194685	0.0037297801490631007
1123	1	0.0	0.0007314220631363257
1124	4	0.0027424494955801053	0.006354244980887852
1125	4	0.0009419475599474292	0.003982182590089629
1126	2	5.728538317619953e-07	1.735506984881266e-84
1127	1	0.0	1.2271887578061623e-84
1128	1	0.0	1.2271887578061623e-84
1129	1	0.0	8.1750587838526e-05
1130	1	0.0	6.517507438154122e-97
1131	1	0.0	6.517507438154122e-97
1132	1	0.0	1.0817888327455538e-05
1133	7	0.005883312702220998	8.15613145927866e-05
1134	5	0.0041057630118819435	0.013144737788694245
1135	1	0.0	0.00019747774386554056
1136	3	0.0016675775042591682	3.8863612501169714e-05
1137	1	0.0	5.1533716298068065e-06
1138	1	0.0	5.1533716298068065e-06
1139	2	0.002498788414145823	0.0002827788494239663
1140	1	0.0	0.0015917721466388254
1141	1	0.0	6.517507438154122e-97
1142	1	0.0	6.517507438154122e-97
1143	1	0.0	3.643584245530527e-06
1144	3	0.0040515917552667695	0.002587952067833458
1145	1	0.0	0.0005157216061111383
1146	2	0.0016670046504274063	0.0007447690954596483
1147	1	0.0	0.0007167701263380671
1148	9	0.003416941007302617	0.0019101071167055986
1149	4	0.0	0.0015264033326067366
1150	4	0.0	0.0015264033326067366
1151	4	0.0	0.0015264033326067366
1152	2	0.0008782333909837606	0.0003208092858523088
1153	1	0.0	0.0002618816133045911
1154	4	0.002186020832262677	0.0019736422607703552
1155	1	0.0	1.2271887578061623e-84
1156	3	0.0009170374332898697	0.00023528270798205372
1157	1	0.0	3.122402809186136e-05
1158	1	0.0	1.5839507366858776e-70
1159	1	0.0	1.5839507366858776e-70
1160	1	0.0	8.19208861431142e-05
1161	1	0.0	8.19208861431142e-05
1162	1	0.0	8.19208861431142e-05
1163	2	0.0	0.0009355088768473098
1164	2	0.0	0.0009355088768473098
1165	2	0.00010036564458251321	0.0001321177619771325
1166	1	0.0	6.517507438154122e-97
1167	1	0.0	6.517507438154122e-97
1168	1	0.0	0.0004790103698332542
1169	3	0.0016675775042591682	0.003610229441497935
1170	2	0.0	0.0023581523082860036
1171	2	0.0008340751790454651	1.5562758354818452e-07
1172	2	0.0016670046504274063	1.1523569864121603e-06
1173	1	0.0	2.0648277874099726e-08
1174	1	0.0	0.0029866698640522112
1175	1	0.0	0.00019919946531774278
1176	1	0.0	0.00019919946531774278
1177	1	0.0	0.00019919946531774278
1178	1	0.0	0.006116870912789014
1179	1	0.0	0.0006188211174248074
1180	1	0.0	2.503384883150378e-08
1181	2	0.0008340751790454651	1.8863027625271205e-07
1182	1	0.0	0.0007861059087984852
1183	8	0.01958195101087687	0.005926892939403127
1184	1	0.0	0.00011799154354682833
1185	1	0.0	0.00012231981135230947
1186	4	0.003900447477302409	0.0009218866993780608
1187	1	0.0	1.2271887578061623e-84
1188	1	0.0	1.647543399328721e-05
1189	2	0.0008340751790454651	0.00012416549747337768
1190	5	0.0018620356225023007	0.0020127134480923594
1191	6	0.004164647356909705	0.0002869543050738794
1192	1	0.0	3.8050016277862335e-05
1193	1	0.0	3.8050016277862335e-05
1194	1	0.0	3.8050016277862335e-05
1195	1	0.0	3.8050016277862335e-05
1196	1	0.0	3.8050016277862335e-05
1197	1	0.0	0.0020098830095805495
1198	1	0.0	3.073659521743661e-05
1199	1	0.0	0.0001596591650587078
1200	1	0.0	0.0030233578751903195
1201	6	0.0065648342660953075	0.0227917372297677
1202	2	5.728538317619953e-07	2.0555366519676e-67
1203	5	0.004491515352105925	0.0009810512844624939
1204	1	0.0	7.911073611847578e-05
1205	3	2.8642691588099763e-07	5.011735368630208e-59
1206	2	0.0	3.913044730969001e-59
1207	3	2.8642691588099763e-07	5.011735368630208e-59
1208	2	0.0	3.913044730969001e-59
1209	1	0.0	0.0029866698640522112
1210	1	0.0	0.0029866698640522112
1211	2	0.0008644659075864702	0.003337544006681617
1212	1	0.0	0.0029866698640522112
1213	3	0.0005341650401329874	0.003565465466980293
1214	1	0.0	0.0029866698640522112
1215	4	0.002816308412562059	0.0034728360548374367
1216	1	0.0	0.0029866698640522112
1217	1	0.0	6.517507438154122e-97
1218	1	0.0	6.517507438154122e-97
1219	1	0.0	1.1542923887440513e-67
1220	1	0.0	0.0006188211174248074
1221	2	0.004681143378833626	0.008089094005113397
1222	1	0.0	0.000173339129035899
1223	1	0.0	0.000173339129035899
1224	3	0.002770682799953658	0.0009948217108680982
1225	1	0.0	0.000173339129035899
1226	1	0.0	0.000173339129035899
1227	1	0.0	1.4630354526748945e-76
1228	1	0.0	1.4630354526748945e-76
1229	2	0.0007439869435338613	0.00045082519295048515
1230	1	0.0	0.00010242950276139811
1231	1	0.0	0.00012231981135230947
1232	2	0.00035772590171935796	0.0004983304932992702
1233	1	0.0	3.995672667392672e-05
1234	2	0.0	1.0619851466570042e-66
1235	2	0.0	1.0619851466570042e-66
1236	3	1.1457076635239905e-06	1.2426144691009271e-66
1237	1	0.0	0.001315022199219476
1238	2	1.1457076635239905e-06	3.477841808887112e-79
1239	1	0.0	2.1494244453876514e-79
1240	2	1.1457076635239905e-06	3.477841808887112e-79
1241	1	0.0	0.00012485135178885837
1242	1	0.0	0.00012485135178885837
1243	2	0.0011413604795821924	0.0005536921244066929
1244	1	0.0	0.00019747774386554056
1245	1	0.0	2.6979252634119336e-06
1246	1	0.0	6.517507438154122e-97
1247	1	0.0	6.517507438154122e-97
1248	2	0.0008340751790454651	0.00035451304144621174
1249	1	0.0	4.7046863651528735e-05
1250	1	0.0	2.1863801575157821e-07
1251	5	0.005378504224214715	0.001407696479453508
1252	1	0.0	3.638915914293306e-06
1253	3	0.00499012972847874	2.7427262217599413e-05
1254	1	0.0	1.2271887578061623e-84
1255	2	5.728538317619953e-07	1.735506984881266e-84
1256	1	0.0	7.911073611847578e-05
1257	2	0.0008340751790454651	8.052902461193742e-05
1258	1	0.0	7.911073611847578e-05
1259	3	0.0024999341218093474	8.202595367936774e-05
1260	1	0.0	7.911073611847578e-05
1261	1	0.0	1.9007408840230537e-70
1262	4	3.4371229905719715e-06	3.801481768046107e-70
1263	1	0.0	1.2271887578061623e-84
1264	2	5.728538317619953e-07	1.735506984881266e-84
1265	1	0.0	0.00019747774386554056
1266	1	0.0	0.005142197407445861
1267	3	0.005146656815963157	0.008129827942301077
1268	1	0.0	1.6895474524649374e-70
1269	4	5.728538317619953e-07	3.379094904929875e-70
1270	3	0.007798969255895934	7.089063938148586e-05
1271	1	0.0	6.484508824503275e-05
1272	2	0.0	6.517507438154122e-97
1273	1	0.0	0.0023117193161857146
1274	1	0.0	0.0001901583274068644
1275	2	0.0	0.0001192661067868822
1276	3	0.0	1.2472153921086077e-05
1277	18	0.019713106930326126	0.0003872357842130991
1278	1	0.0	6.517507438154122e-97
1279	1	0.0	6.517507438154122e-97
1280	1	0.0	3.351990438057288e-05
1281	2	0.0008340751790454651	0.00025264456278763177
1282	1	0.0	0.0015917721466388254
1283	1	0.0	6.517507438154122e-97
1284	1	0.0	6.517507438154122e-97
1285	1	0.0	6.517507438154122e-97
1286	1	0.0	6.517507438154122e-97
1287	1	0.0	0.00010242950276139811
1288	1	0.0	6.517507438154122e-97
1289	1	0.0	6.517507438154122e-97
1290	1	0.0	6.517507438154122e-97
1291	1	0.0	6.517507438154122e-97
1292	1	0.0	0.0030233578751903195
1293	2	0.0	6.517507438154122e-97
1294	1	0.0	0.0009579081019173996
1295	1	0.0	1.688514731879499e-06
1296	4	0.0008340751790454651	1.2730364814155154e-05
1297	2	1.7185614952859858e-06	1.9985435949911725e-76
1298	2	2.291415327047981e-06	2.3077193651107116e-76
1299	1	0.0	1.1538596825553558e-76
1300	1	0.0	0.0145023372497625
1301	1	0.0	0.002036181040161891
1302	2	0.0008340751790454651	0.0020726551083380686
1303	1	0.0	0.0007314220631363257
1304	1	0.0	0.00026806890851308827
1305	1	0.0	5.726105741678969e-67
1306	1	0.0	6.517507438154122e-97
1307	1	0.0	6.517507438154122e-97
1308	1	0.0	0.00012037192510832658
1309	1	0.0	0.002411234212414731
1310	1	0.0	0.00018177494117901273
1311	1	0.0	6.843367090704294e-08
1312	3	0.0041612102339191335	5.156179905588388e-07
1313	1	0.0	6.517507438154122e-97
1314	1	0.0	6.517507438154122e-97
1315	4	0.005434323900660931	0.0036794419853301307
1316	2	0.002498788414145823	0.0004973002554490808
