node	Degree Centrality	In-Degree Centrality	Out-Degree Centrality	Betweenness centrality	Eigenvector centrality
413	60.0	30.0	30.0	0.009779438944323472	0.0015561814062532613
414	41.0	22.0	19.0	0.004944973053911123	0.00024281024621011232
415	36.0	29.0	7.0	0.0005199770478608217	0.0009660712212127601
416	31.0	11.0	20.0	0.0	0.007518415484538328
417	62.0	38.0	24.0	0.0022297550753704633	0.004303563388352679
418	55.0	35.0	20.0	0.0029427462781203306	0.029892541211842094
419	14.0	6.0	8.0	0.0006855434758637566	5.105698758785513e-05
420	21.0	15.0	6.0	0.000255245223334523	4.6216525550340605e-05
421	22.0	12.0	10.0	0.0013983871380221003	0.0017402547505793856
422	25.0	9.0	16.0	0.006294293885741874	0.0032752232266087026
423	29.0	10.0	19.0	0.0016098749280286642	0.001084324209098483
424	64.0	23.0	41.0	0.005781411728431299	0.002792542397145239
425	9.0	6.0	3.0	0.0029908160382110457	0.000712401811393994
426	39.0	19.0	20.0	0.007525977165035417	0.00012582624127087613
427	23.0	23.0	0	0.0	2.1757299990839958e-05
428	41.0	30.0	11.0	0.0026197847303637656	0.00023704843526264243
429	39.0	21.0	18.0	0.006477267515113077	3.600916084262748e-05
430	29.0	14.0	15.0	0.0015063040212110565	9.737482146246368e-05
431	68.0	37.0	31.0	0.015389122483732193	0.002059313475289152
432	34.0	34.0	0	0.0	0.00317951417528399
433	17.0	8.0	9.0	0.0012979430563722055	0.00023030084225891505
434	11.0	11.0	0	0.0	0.000362909392373289
435	30.0	7.0	23.0	0.0017208901636395998	0.00015186428701556104
436	89.0	40.0	49.0	0.021950511986560037	0.00168359998906342
437	34.0	17.0	17.0	0.0017517230041725655	0.002825567319511639
438	45.0	31.0	14.0	0.004539707521743602	0.00046008528053969585
439	41.0	31.0	10.0	4.439159902836496e-05	0.010598825826969298
440	59.0	32.0	27.0	0.008684614539592085	0.008512105345465194
441	60.0	41.0	19.0	0.0018864307073282326	0.015245408551637717
442	90.0	50.0	40.0	0.006163048949175975	0.019430048201318207
443	36.0	10.0	26.0	0.0018699113379405346	0.00293274517309998
444	47.0	19.0	28.0	0.007779874924922543	0.00014728392428173866
445	43.0	28.0	15.0	0.0029031177626994992	0.0016892251736592377
446	19.0	11.0	8.0	0.0010147220661398068	1.7239259891685452e-05
447	49.0	22.0	27.0	0.004571525815099647	0.0009611034160036166
448	32.0	22.0	10.0	0.001223957920802074	4.8233767986543836e-05
449	31.0	28.0	3.0	0.00020233768490071657	0.00043518422564268734
450	20.0	14.0	6.0	0.00012085386347722215	0.00021427767546121243
451	18.0	15.0	3.0	0.0014101127324010218	0.00012644755061789816
452	38.0	18.0	20.0	0.0011042222597027092	1.1339023848362502e-05
453	46.0	35.0	11.0	0.003948760860928862	0.0009520833262752459
454	25.0	14.0	11.0	0.0011845542291397532	0.00015086937953226776
455	16.0	9.0	7.0	0.0	3.0642859835052337e-06
456	22.0	22.0	0	0.0	2.3195265675275593e-05
457	15.0	15.0	0	0.0	0.0007193901265376076
458	34.0	15.0	19.0	0.0014608045735305553	6.8846126749417e-06
459	37.0	25.0	12.0	0.001670309625061566	0.0007787515292654669
460	42.0	16.0	26.0	0.004952342318192974	0.0011527196728169644
461	33.0	13.0	20.0	0.0011445784941313529	0.0020006505950563034
462	33.0	27.0	6.0	0.0004243345065139948	0.000611754647536773
463	17.0	11.0	6.0	0.001386454469128762	5.708435862585325e-06
464	19.0	12.0	7.0	0.000942261516682078	1.4049140010794692e-06
465	11.0	6.0	5.0	0.0006505737672414123	4.251640108065948e-07
466	13.0	8.0	5.0	0.00018834721302034852	4.128366715766532e-06
467	22.0	17.0	5.0	0.0006673493913407029	0.0002777198048143182
468	17.0	16.0	1.0	6.21223543254087e-07	0.008998421921565298
469	44.0	18.0	26.0	0.0010794276750325806	0.024861471040597525
470	23.0	11.0	12.0	0.0007041827705928098	3.145175176090285e-05
471	28.0	13.0	15.0	0.0016154659399179516	0.0002526721792785129
472	25.0	12.0	13.0	0.0005928025661502125	1.1347192884800039e-05
473	54.0	27.0	27.0	0.001694573581288499	0.001353690529582423
474	33.0	33.0	0	0.0	0.0015529541768343918
475	54.0	22.0	32.0	0.004351220533426017	0.0006372843113511352
476	59.0	40.0	19.0	0.0008979734549109225	0.0009334207127849281
477	52.0	23.0	29.0	0.004545471958538711	0.0006474820539886825
478	10.0	0	10.0	0.0	3.7757856497573076e-111
479	22.0	18.0	4.0	9.02586039719584e-05	2.489670816478614e-05
480	34.0	14.0	20.0	0.0014823662073443322	9.628844165702291e-06
481	25.0	7.0	18.0	0.0008354731895967005	1.90982740532958e-05
482	39.0	26.0	13.0	0.005852997388065614	1.594230993064363e-05
483	57.0	35.0	22.0	0.0025949931039009845	2.212527428782297e-05
484	24.0	22.0	2.0	0.00020460256240216378	1.7380771136698418e-05
485	29.0	23.0	6.0	0.0004773973508336147	2.785201861382951e-05
486	15.0	8.0	7.0	0.0001867553276907599	3.679506296391514e-07
487	25.0	8.0	17.0	0.0010389756686410186	3.8197990136549725e-07
488	10.0	5.0	5.0	0.0003788842390306676	2.3096653552863288e-07
489	15.0	8.0	7.0	0.0001007935198929756	1.0748521296599377e-06
490	8.0	4.0	4.0	0.00015429639755573386	5.157607905855435e-07
491	28.0	17.0	11.0	0.0017570246664055452	6.703993127902632e-06
492	64.0	25.0	39.0	0.006984845976423119	0.000415257902059357
493	37.0	37.0	0	0.0	0.03994026558882946
494	78.0	52.0	26.0	0.002870313092080578	0.0063865112084828006
495	61.0	32.0	29.0	0.0007978736346412465	0.00358833879953601
496	28.0	12.0	16.0	0.0038388094706357486	0.00010274267907826338
497	21.0	10.0	11.0	0.00010479523488410402	2.397915800572784e-06
498	9.0	6.0	3.0	0.00010580213471046169	8.003531679707782e-06
499	49.0	22.0	27.0	0.005849469725802135	9.042863645767585e-06
500	10.0	10.0	0	0.0	2.0958877681051407e-06
501	44.0	22.0	22.0	0.0048137395803987	2.9407093558452098e-05
502	10.0	2.0	8.0	2.9042200647128565e-05	5.701436331133534e-109
503	15.0	9.0	6.0	0.0008972797552876218	1.1897468134959646e-06
504	25.0	11.0	14.0	0.00035650466088493917	6.598563001515863e-107
505	43.0	24.0	19.0	0.00505330556523259	0.00041411714198404137
506	23.0	10.0	13.0	0.0014741841755933913	6.38769960975869e-05
507	45.0	29.0	16.0	0.00010973655048440427	0.001545354124455603
508	55.0	22.0	33.0	0.0031831416703396514	0.0011656258885089272
509	60.0	38.0	22.0	0.003897579806259011	0.0016867623036190915
510	48.0	21.0	27.0	0.0013020483086205424	0.0010049235563917938
511	31.0	7.0	24.0	0.0005886093072332473	3.822247829660576e-06
512	19.0	8.0	11.0	0.0009744279540654887	0.00014376496023491846
513	56.0	24.0	32.0	0.004632370778514236	2.2193011720333453e-05
514	22.0	9.0	13.0	0.0010422060310659397	3.3793220442019524e-05
515	14.0	14.0	0	0.0	8.096261571232962e-05
516	33.0	19.0	14.0	0.0013289679954948872	9.30938375300736e-05
517	25.0	10.0	15.0	0.0008811926539487712	1.75283081030126e-05
518	11.0	1.0	10.0	6.21223543254087e-07	0.001795891488874122
519	50.0	24.0	26.0	0.0039020577926333028	0.11653640617883448
520	34.0	21.0	13.0	0.0023885915816548127	0.04953644915291013
521	39.0	18.0	21.0	0.0021166561524581964	0.0011379370808320864
522	58.0	19.0	39.0	0.004841629929059373	0.002157199711799736
523	41.0	18.0	23.0	0.0039323346750726506	5.55841733864885e-05
524	24.0	24.0	0	0.0	0.000300267440631553
525	20.0	7.0	13.0	0.0017504888770442262	1.6984962229672255e-05
526	63.0	29.0	34.0	0.0100754331041122	0.0011483102544370427
527	39.0	30.0	9.0	0.004283417311663102	0.0012075935110775636
528	20.0	17.0	3.0	0.0031027786397254424	8.44745808283379e-05
529	41.0	21.0	20.0	0.0029318426956084663	0.00012342165209527496
530	10.0	10.0	0	0.0	0.0010689875036243963
531	59.0	40.0	19.0	0.003066975456182567	0.00039943516136489466
532	6.0	2.0	4.0	1.8248441583088806e-05	4.9248725067563005e-06
533	26.0	17.0	9.0	0.0005508311505091082	0.0005888026792635574
534	28.0	17.0	11.0	4.057366266878255e-05	5.7187814425595275e-05
535	39.0	20.0	19.0	0.0009454038724383718	0.00013423638313937795
536	14.0	7.0	7.0	0.0003173675776599317	1.630035058017466e-05
537	36.0	19.0	17.0	0.002441745021074492	0.00017525582898315887
538	24.0	9.0	15.0	0.0021388208907952167	5.059292917220372e-05
539	29.0	15.0	14.0	0.001289726635460833	3.695474831678942e-05
540	25.0	8.0	17.0	0.002398942718944285	1.4694788311195264e-05
541	26.0	12.0	14.0	0.0005436611954473839	1.5876715067440446e-05
542	29.0	27.0	2.0	0.0007566761599977801	4.578004607552514e-05
543	39.0	22.0	17.0	0.008980888989527104	0.0007674454193114648
544	14.0	8.0	6.0	0.0006142088940781763	2.2627561791411536e-05
545	5.0	2.0	3.0	5.024145406067428e-05	1.1805753295841097e-07
546	41.0	26.0	15.0	0.0022434245817534847	0.00022560273678122854
547	42.0	19.0	23.0	0.003676274095837604	0.00023644773423732893
548	33.0	29.0	4.0	0.0003180017433603369	0.008943696135854317
549	48.0	25.0	23.0	0.005069807924928029	0.0005015822926446432
550	35.0	21.0	14.0	0.002809716433195329	0.00016090430514997868
551	29.0	15.0	14.0	0.0017367883094840434	0.0001505512035498902
552	41.0	19.0	22.0	0.0024056131067399763	0.00047393212998649817
553	35.0	23.0	12.0	0.002045394046752663	6.030616730358926e-05
554	6.0	3.0	3.0	3.5487394908389715e-05	3.933314763570274e-11
555	14.0	3.0	11.0	0.00035536575105563995	3.3312939600268426e-08
556	19.0	6.0	13.0	0.0008891520805967141	6.002806454934135e-09
557	10.0	4.0	6.0	0.001968825656615166	2.0443859574251634e-07
558	15.0	2.0	13.0	0.0014581151932745514	7.432211441882975e-09
559	46.0	30.0	16.0	0.0047558078965588245	0.0004616205477437662
560	28.0	11.0	17.0	0.003951116333530366	2.753215149208659e-06
561	37.0	6.0	31.0	0.001241623965313362	6.851974043078009e-07
562	1.0	0	1.0	0.0	3.7757856497573076e-111
563	25.0	7.0	18.0	0.0010234413823004803	3.82483099222298e-05
564	26.0	20.0	6.0	0.0007899685650533388	0.0005840832683738422
565	34.0	10.0	24.0	0.0019123072563361956	1.6279066612210028e-06
566	49.0	9.0	40.0	0.004724736365670399	8.20282602765048e-05
567	24.0	13.0	11.0	0.0009329897552990111	3.818709082272868e-05
568	46.0	24.0	22.0	0.0029483631743239197	4.136899768487868e-05
569	26.0	13.0	13.0	0.0008062213260037238	8.704559269339702e-05
570	32.0	12.0	20.0	0.0039132941734719125	0.00012132536852666644
571	36.0	6.0	30.0	0.001692730618110178	4.915833873259991e-06
572	76.0	35.0	41.0	0.018502517574968676	0.0009811220148123142
573	25.0	9.0	16.0	0.0002575101008359702	0.00012189064818327351
574	53.0	24.0	29.0	0.0049363121623455936	0.01789662191955705
575	50.0	34.0	16.0	0.0074698377850730075	0.018398325761145966
576	60.0	29.0	31.0	0.00426252275360649	0.0223989944419437
577	103.0	71.0	32.0	0.009005771395977918	0.39666614592622224
578	28.0	19.0	9.0	0.0007980677669985138	0.013396833696740716
579	9.0	4.0	5.0	3.574623805141227e-05	0.008611448504765595
580	92.0	58.0	34.0	0.00451786929554271	0.32486971690726546
581	47.0	29.0	18.0	0.0006677505982123879	0.014813548596555232
582	52.0	23.0	29.0	0.0015110515742300086	0.013470963373415206
583	42.0	30.0	12.0	0.0026817107336763917	0.004644251428575113
584	101.0	55.0	46.0	0.01330098289545284	0.017287992314232344
585	45.0	27.0	18.0	0.00343512805850352	0.009229722738189321
586	11.0	9.0	2.0	3.771344593838352e-05	0.003930713797843091
587	22.0	8.0	14.0	0.0009479094740628299	2.0757122756482196e-05
588	34.0	15.0	19.0	0.0048154505335740805	8.306851423894926e-05
589	24.0	24.0	0	0.0	0.00015965504873555525
590	44.0	21.0	23.0	0.0012144920270617397	0.006908754827600221
591	33.0	18.0	15.0	0.0034129829182901854	0.010056839333349272
592	49.0	18.0	31.0	0.0011391997336193448	0.009006813564154835
593	50.0	32.0	18.0	0.0019710750035280326	0.002581857001429841
594	22.0	9.0	13.0	3.0025804590614203e-06	0.001964411154266623
595	50.0	10.0	40.0	0.002047521737388308	7.335854522813476e-06
596	64.0	52.0	12.0	0.0008455007729573936	0.003845488449217507
597	59.0	35.0	24.0	0.014098397638179062	0.0012214204500826682
598	50.0	27.0	23.0	0.006162580689604378	3.311866149330897e-05
599	25.0	15.0	10.0	0.000287704153469549	8.6822206686031e-05
600	73.0	38.0	35.0	0.0072906846804928335	0.0036375065403149065
601	19.0	5.0	14.0	0.0017214884610759005	0.0002125622188630483
602	34.0	14.0	20.0	0.0008360892362770943	2.2950335724819417e-05
603	30.0	11.0	19.0	0.000531701532911987	7.502432528789027e-05
604	102.0	66.0	36.0	0.014769059112422723	0.004150478664680043
605	31.0	14.0	17.0	0.0007009627618936091	0.0008689560810679415
606	60.0	33.0	27.0	0.003905880905855747	0.003086109650977619
607	88.0	45.0	43.0	0.02381367417443424	0.0029716572991207064
608	32.0	8.0	24.0	0.004183277925370137	0.0006736351434501836
609	35.0	30.0	5.0	0.0007939858106330483	9.87052454082816e-05
610	8.0	8.0	0	0.0	3.825228267547536e-06
611	30.0	18.0	12.0	0.0030217348516450885	3.7833979850879795e-06
612	26.0	10.0	16.0	0.0008298122900587977	1.0901858780534315e-05
613	11.0	3.0	8.0	0.0006155289941075913	3.1035935095545545e-06
614	15.0	12.0	3.0	0.0007266244710928637	8.921430212046244e-06
615	17.0	14.0	3.0	0.0006429145986393753	5.889908997560019e-06
616	3.0	3.0	0	0.0	3.38066458871378e-07
617	44.0	28.0	16.0	0.001904988035061995	0.004866198884362284
618	62.0	37.0	25.0	0.008402597169974735	0.0042961559647500475
619	50.0	26.0	24.0	0.002313387294881045	0.01465729565912647
620	52.0	30.0	22.0	0.008608262098591052	0.0025642810454208254
621	46.0	45.0	1.0	9.13716294869553e-06	0.003742069537699982
622	50.0	18.0	32.0	0.003959404490969944	0.0021808216997595635
623	35.0	16.0	19.0	0.000789844320344688	0.0008754659213406271
624	37.0	22.0	15.0	0.0007725354793707707	0.0027137885997960253
625	31.0	14.0	17.0	0.0001933506509749741	0.0005050920844486422
626	40.0	23.0	17.0	0.0004845025951095833	0.0010135317553118556
627	30.0	22.0	8.0	0.001349238002024982	7.62613165019766e-07
628	25.0	15.0	10.0	0.0017499427180124492	6.804341676032238e-07
629	28.0	11.0	17.0	0.0005530727321276834	4.1587955847702754e-07
630	12.0	6.0	6.0	0.0005247397616924365	4.166352539781915e-06
631	34.0	16.0	18.0	0.0042239000286842555	1.3482996119555943e-05
632	38.0	26.0	12.0	0.004211904128108835	1.4396565655241408e-05
633	10.0	2.0	8.0	0.0002449070282022029	9.784284604136737e-07
634	25.0	4.0	21.0	0.0018410632696506727	9.53589650171135e-07
635	23.0	10.0	13.0	0.002432566443222912	1.3666163405550063e-05
636	32.0	12.0	20.0	0.0040114260463027795	4.263919684339008e-06
637	29.0	16.0	13.0	0.0012841596590062554	2.3402445352126178e-07
638	19.0	9.0	10.0	0.0020352836335862023	4.85483940874122e-07
639	23.0	13.0	10.0	0.001088047151695231	2.4587463307916083e-07
640	10.0	6.0	4.0	0.0002566688606211469	8.175995155897573e-07
641	19.0	8.0	11.0	6.238119746843123e-05	2.3371275790630007e-07
642	18.0	8.0	10.0	0.000582472136312183	0.000443063027820934
643	28.0	15.0	13.0	0.001002628914497794	6.620717380210324e-05
644	91.0	55.0	36.0	0.014512461556924547	0.0019266238406960019
645	58.0	32.0	26.0	0.003763543061507654	9.290611170116936e-05
646	74.0	36.0	38.0	0.005116379352996563	0.0020079186685427798
647	36.0	4.0	32.0	0.0010236702735940961	2.3489515973828183e-05
648	16.0	10.0	6.0	0.00019250164546586018	4.263387370441685e-05
649	27.0	12.0	15.0	0.0014783615341458552	2.6813178940135728e-05
650	12.0	1.0	11.0	0.0	9.729451650897013e-07
651	32.0	22.0	10.0	0.003983532924322709	4.9360077589530275e-05
652	41.0	20.0	21.0	0.000937594574813382	0.0006817771198106439
653	5.0	1.0	4.0	2.5625471159231087e-06	9.729451650897013e-07
654	33.0	15.0	18.0	0.002406908616670802	0.0002471790783907625
655	31.0	11.0	20.0	0.0023420800572850936	9.019746402619216e-06
656	20.0	11.0	9.0	3.870222674472962e-05	0.00023791927369241832
657	25.0	15.0	10.0	0.000677902426281732	0.0005718229687757498
658	40.0	24.0	16.0	0.0011715758339486038	0.0009834124152202151
659	39.0	18.0	21.0	0.0006266592492575602	0.0005883722774152352
660	35.0	17.0	18.0	0.0009988886310811184	0.00011296222528584104
661	23.0	6.0	17.0	0.0002222944912277541	2.051614535866501e-05
662	28.0	15.0	13.0	0.0008780543657275818	0.0007311829112844561
663	58.0	32.0	26.0	0.004845776596210599	0.001021763017706357
664	31.0	14.0	17.0	0.00011570288493107369	0.0013961370677161888
665	48.0	27.0	21.0	0.004885590554254605	0.00011721920441420764
666	28.0	16.0	12.0	0.0005061677661805696	0.0022076648895606715
667	48.0	18.0	30.0	0.002433540432992515	0.0009285918849025144
668	19.0	7.0	12.0	0.0003991878951693553	1.0278548759952699e-07
669	16.0	6.0	10.0	0.000342915395876256	2.2376374650427675e-08
670	18.0	14.0	4.0	0.0009457351916614406	2.6988998501941804e-06
671	14.0	10.0	4.0	0.00029034953039123936	1.2289952799511376e-05
672	29.0	21.0	8.0	0.003127394622626886	3.864762347844995e-06
673	84.0	54.0	30.0	0.005485776990835461	0.00019540600926197733
674	4.0	1.0	3.0	8.427932736813779e-05	1.551905967983166e-08
675	21.0	5.0	16.0	0.0004122335895776912	1.0027439371946543e-07
676	20.0	5.0	15.0	0.0013301664392470812	7.562431027208387e-08
677	8.0	2.0	6.0	0.00016372864168747502	4.9387274501955164e-08
678	58.0	45.0	13.0	0.0006498050031066354	0.0032895609098155263
679	54.0	21.0	33.0	0.005736269484288169	0.0027849798722943656
680	30.0	11.0	19.0	0.0023037583299606082	0.003990939844648072
681	40.0	21.0	19.0	0.01181328267048265	0.0029450299016372445
682	60.0	41.0	19.0	0.010958233173979145	0.0036315935053432744
683	2.0	2.0	0	0.0	0.00014470844537101167
684	9.0	9.0	0	0.0	0.00022029913328808573
685	48.0	18.0	30.0	0.002016683165328603	0.000519353914310918
686	53.0	26.0	27.0	0.013280883725397126	0.012082719055218712
687	75.0	45.0	30.0	0.010112505358607728	0.003974219357125733
688	22.0	11.0	11.0	0.0009111822204993623	2.1336811550219503e-05
689	51.0	22.0	29.0	0.004280486467732251	5.544382371202877e-05
690	80.0	42.0	38.0	0.013138718936178927	0.0001646722710736241
691	60.0	31.0	29.0	0.006016109983072692	0.00016344717418686905
692	65.0	31.0	34.0	0.014233164320593752	9.145822580328196e-05
693	12.0	4.0	8.0	1.6048274867397245e-05	6.881945378779183e-06
694	90.0	55.0	35.0	0.010179884447392007	0.0004489337761088838
695	7.0	7.0	0	0.0	4.907059674824775e-05
696	10.0	10.0	0	0.0	6.64850156806507e-05
697	58.0	25.0	33.0	0.0027860944079630915	0.00030786941823621357
698	31.0	17.0	14.0	0.0014221204658058369	0.00022366582783648063
699	15.0	13.0	2.0	0.0020795535763373477	0.00011537970344351529
700	62.0	31.0	31.0	0.012316730734781874	0.00016882156536329992
701	45.0	19.0	26.0	0.002893238829258084	0.00018561979580149118
702	49.0	30.0	19.0	0.0018515826549831077	0.010327820845536377
703	55.0	42.0	13.0	0.0004902618550418347	0.019669137280763135
704	35.0	22.0	13.0	0.0011318045850231908	0.031075884660470267
705	14.0	3.0	11.0	1.4987017981004847e-05	2.76716885241978e-05
706	60.0	23.0	37.0	0.000819238547666327	0.12542737129299908
707	95.0	58.0	37.0	0.010611445484683273	0.14644756963491906
708	28.0	10.0	18.0	0.000487313631642808	1.89393329703738e-05
709	43.0	13.0	30.0	0.0032525245748268425	0.0005412079909019941
710	34.0	5.0	29.0	8.19756233952372e-05	2.8432951225644915e-05
711	38.0	23.0	15.0	3.2042192674759776e-05	0.00010787170952825752
712	23.0	11.0	12.0	0.0029783656830316635	5.853881933455146e-05
713	28.0	19.0	9.0	0.00404801167568942	1.9029840547807315e-05
714	75.0	47.0	28.0	0.017662537926251966	0.00011677396991223168
715	6.0	1.0	5.0	5.4874746320777676e-05	1.847433940541632e-09
716	25.0	8.0	17.0	0.0008244930634696847	0.0016068860955420132
717	48.0	26.0	22.0	0.007098404530802207	2.6307896279033356e-05
718	16.0	5.0	11.0	0.0011930080461908694	3.435379579561313e-08
719	48.0	22.0	26.0	0.002688570076966491	3.0530876365742596e-05
720	10.0	4.0	6.0	7.66952232775775e-05	5.022904772455052e-09
721	7.0	4.0	3.0	0.0004046236011728286	5.022904772455052e-09
722	32.0	10.0	22.0	0.0017706268735713793	3.4812681783498585e-06
723	7.0	7.0	0	0.0	2.1093611720970753e-06
724	12.0	5.0	7.0	0.0007282551828939059	5.057937286628073e-07
725	59.0	19.0	40.0	0.01422821671880285	1.5639107180524578e-05
726	41.0	9.0	32.0	0.005935539877944068	2.2128272903355927e-06
727	30.0	23.0	7.0	0.0004991582938675193	0.00014539041059260556
728	14.0	2.0	12.0	0.00020093993192839485	5.649877774832935e-08
729	37.0	27.0	10.0	0.004558362347061234	5.47860057996867e-05
730	48.0	28.0	20.0	0.004413410186968612	7.071958951669262e-05
731	17.0	3.0	14.0	7.990487825105693e-05	8.533275568451512e-109
732	26.0	20.0	6.0	0.0005142954408714772	9.642184498054887e-05
733	46.0	20.0	26.0	0.005109136552078876	0.0007271181348586166
734	64.0	29.0	35.0	0.0028930328640714214	0.00030303636225825764
735	19.0	11.0	8.0	0.0016866788654263118	6.710985988573009e-07
736	24.0	10.0	14.0	0.0028288397646018338	1.1246856110885992e-06
737	39.0	12.0	27.0	0.002859857308206141	0.0004812323614399637
738	48.0	25.0	23.0	0.0015474764743506973	0.0008182035035859182
739	65.0	44.0	21.0	0.004234400308927562	0.0006096304800203888
740	56.0	22.0	34.0	0.004009530944719933	0.0008155275256717866
741	57.0	26.0	31.0	0.022977693282501255	0.0004936661984533943
742	18.0	12.0	6.0	0.000757178315695244	0.0001619569436490383
743	60.0	37.0	23.0	0.003914138002118167	0.00781334819017609
744	21.0	9.0	12.0	0.0002982649537048685	3.953345749683792e-05
745	23.0	12.0	11.0	0.0005270822921367905	0.00013772080821867585
746	65.0	33.0	32.0	0.0025581079560202725	0.0007426794373873596
747	17.0	6.0	11.0	0.0001868329806336666	0.00019022137143188904
748	49.0	1.0	48.0	0.0006395625799372336	2.290606876120889e-06
749	31.0	17.0	14.0	0.0005095197848827114	2.9000809501487044e-06
750	27.0	24.0	3.0	0.002534338390196512	5.846545942569828e-06
751	57.0	27.0	30.0	0.005348988373697851	1.2906445420273229e-05
752	8.0	3.0	5.0	0.0003911378734213545	1.4187812246784885e-08
753	28.0	10.0	18.0	0.003052718375864885	1.4161220766172725e-05
754	19.0	10.0	9.0	0.00027995180133602403	3.0943150324087485e-06
755	8.0	5.0	3.0	0.00037731564958395106	1.3043748618314944e-07
756	11.0	2.0	9.0	0.0007231042043477572	5.086042841870869e-08
757	24.0	24.0	0	0.0	4.5638723952988106e-07
758	32.0	17.0	15.0	0.006751432323322951	7.158211997725881e-05
759	12.0	4.0	8.0	1.871435924052937e-05	1.8385033625353102e-08
760	23.0	13.0	10.0	0.0005054300632229554	0.00019603567294317436
761	38.0	12.0	26.0	0.00169551318189767	0.0001896068000419853
762	46.0	20.0	26.0	0.00034460527182427457	0.0007768879057593377
763	56.0	30.0	26.0	0.008428660763968192	0.0007430187441518798
764	21.0	5.0	16.0	0.00013910230506031097	2.2967559113240078e-07
765	38.0	15.0	23.0	0.004216050055708221	8.787723760973126e-05
766	51.0	40.0	11.0	0.003646979708013988	0.00031595825509944523
767	20.0	6.0	14.0	0.0006143124313353853	1.0896073691257302e-05
768	22.0	7.0	15.0	0.0010296262543150446	1.2655796636262227e-06
769	49.0	34.0	15.0	0.0010552387833171247	0.00020635296235520839
770	59.0	41.0	18.0	0.0018803116554271797	0.06028526835812022
771	28.0	16.0	12.0	0.00042474089024854014	0.0001785720618924899
772	34.0	9.0	25.0	0.00046831454494495396	8.765006036199347e-05
773	4.0	3.0	1.0	0.0	6.516405474224909e-07
774	62.0	19.0	43.0	0.005068164270969837	5.984278238167081e-06
775	57.0	21.0	36.0	0.0027339504568012016	0.00523505999029498
776	70.0	28.0	42.0	0.006316828769773415	0.004228407143683733
777	24.0	24.0	0	0.0	0.017951817216420515
778	47.0	22.0	25.0	0.0012298284832858246	0.000533882489664025
779	28.0	14.0	14.0	0.00028411917593868685	0.0004118749581120464
780	47.0	28.0	19.0	0.007589104940083508	0.0013138834666162897
781	15.0	3.0	12.0	7.144070747422e-05	3.7363517124992494e-08
782	17.0	8.0	9.0	0.00026305452095951287	4.509051180657714e-06
783	25.0	12.0	13.0	0.0013070802193209008	3.42741547753784e-07
784	6.0	6.0	0	0.0	1.4429372285748944e-07
785	17.0	3.0	14.0	0.000727064504436002	8.835825552576198e-06
786	61.0	26.0	35.0	0.0028009442390782937	7.253809787065952e-05
787	31.0	23.0	8.0	0.003653392361994414	0.0002417660298551206
788	68.0	39.0	29.0	0.00696374767183535	1.1263954395869206e-05
789	37.0	14.0	23.0	0.000818389542157213	0.0023074137167800332
790	113.0	72.0	41.0	0.004532302019421727	0.007736239398765805
791	48.0	26.0	22.0	0.010755861839469834	0.0018399674752847767
792	69.0	41.0	28.0	0.0051041978249100044	0.002837711989805783
793	25.0	8.0	17.0	0.0027015924754919545	0.0002507434944151226
794	32.0	16.0	16.0	0.013719973030615245	0.00022632022660021623
795	46.0	25.0	21.0	0.013704253486539485	0.00041082180498260137
796	36.0	18.0	18.0	0.0027203327190467854	7.389529121844255e-06
797	31.0	13.0	18.0	0.002476709552833975	0.0002283474648008385
798	16.0	6.0	10.0	0.0010409609955480015	1.1843449311020532e-05
799	57.0	19.0	38.0	0.007820039615425354	0.0003664466816075259
800	24.0	12.0	12.0	7.886950567896679e-05	1.6627874807803533e-06
801	29.0	9.0	20.0	0.00010009464340681476	1.464235259107688e-06
802	73.0	44.0	29.0	0.01089619106102807	0.0005245561473597402
803	40.0	18.0	22.0	0.00798009268448191	0.00012749364658004721
804	63.0	32.0	31.0	0.007410265035706383	0.0003020216156529123
805	53.0	24.0	29.0	0.0032951379214626415	0.00011408628049077467
806	81.0	45.0	36.0	0.008284882334270535	0.0024862154495417957
807	46.0	24.0	22.0	0.00457267378443895	7.106949160920813e-05
808	29.0	27.0	2.0	0.00015069847786772057	2.3341393075696875e-05
809	50.0	27.0	23.0	0.011649841344683911	0.004014305268088886
810	48.0	23.0	25.0	0.0054170789113495215	0.0002558005960911254
811	26.0	14.0	12.0	0.003409197152435525	0.0012082182857399008
812	17.0	8.0	9.0	0.0004326045449335648	1.217525211754876e-05
813	24.0	10.0	14.0	0.0001597321035592071	2.2838402967679384e-06
814	48.0	24.0	24.0	0.004814578232182092	0.000335616065604033
815	47.0	19.0	28.0	0.003243110449715112	8.76855860293605e-06
816	30.0	13.0	17.0	0.0007467365833057147	2.5882243398492707e-06
817	82.0	49.0	33.0	0.00861807890967814	0.000110796192569824
818	38.0	12.0	26.0	0.0029961507953887396	3.7544222000097116e-05
819	50.0	24.0	26.0	0.006990957263029884	0.00013965998312143375
820	31.0	13.0	18.0	0.0014193689631955078	2.7045152972963367e-05
821	46.0	17.0	29.0	0.00548659197696006	3.730492961497219e-05
822	16.0	10.0	6.0	4.081956365465397e-05	7.331595409387633e-05
823	42.0	23.0	19.0	0.0017550678122442952	0.0015238966426005841
824	40.0	20.0	20.0	0.003907001696665034	6.572517678526066e-05
825	7.0	5.0	2.0	3.825701653873085e-05	5.484628179010917e-08
826	19.0	19.0	0	0.0	3.833405390603641e-05
